"SiteID","AccountID","AccountName","APIUserName","FullName","FirstName","LastName","UserEmail","UserStatus","AddedDate","MembershipStatus","eSignPermissionProfile","CompanyName","JobTitle","AddressLine1","AddressLine2","City","StateRegionProvince","PostalCode","Country","Phone","Groups","EnableCLM","CLMPermissionProfile","IdentityProviderInfo"
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","2d65cb2a-0fac-4e45-81ec-7d934a0def5a","823e","823","e","823e@jacksonwilde.com","Active","8/23/2021 8:12:09 PM","Active","Account Administrator","","","","","","","","","","[testGroupUI],[Everyone]","True","CLM Admin",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","f1a862fc-95f3-4124-ae88-de68cc38885b","823f","823","f","823f@jacksonwilde.com","Active","8/23/2021 11:32:16 PM","Active","Account Administrator","","","","","","","","","","[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","0025a27c-5c7f-4a83-8bbf-f5ed649d5842","823g","823","g","823g@jacksonwilde.com","Active","8/24/2021 12:26:25 AM","Active","DocuSign Sender","","","","","","","","","","[Administrators],[MonStars NBA],[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","c2059135-5ec1-4f30-976a-8c88650195e2","823PHPtest2","testingAaron","jacksonwilde2","aaron823test2@jacksonwilde.com","Active","8/24/2021 6:12:35 AM","Active","Ipsum Reader","","","","","","","","","","[Administrators],[MonStars NBA],[Everyone]","True","CLM User",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","454d2c62-582b-4f6f-8919-d930feb828f8","824a","824","a","824a@jacksonwilde.com","Active","8/24/2021 6:29:45 PM","Active","DocuSign Sender","","","","","","","","","","[Everyone],[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","128570c3-ee16-46c4-a25e-409a0f63c3f5","824b","824","b","824b@jacksonwilde.com","Active","8/24/2021 6:31:25 PM","Active","DocuSign Sender","","","","","","","","","","[Administrators],[MonStars NBA],[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","873ccbc0-0610-47f5-b8fb-ed4718eb4be5","824c","824","c","824c@jacksonwilde.com","Active","8/24/2021 8:21:19 PM","Active","DS Manage Company Member Accounts","","","","","","","","","","[testGroupUI],[Everyone]","True","CLM User",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","2e4794c7-b76f-4486-abaf-5d7292b77af0","824d","824","d","824d@jacksonwilde.com","Active","8/24/2021 8:26:36 PM","Active","DS Manage Company Member Accounts","","","","","","","","","","[Administrators],[MonStars NBA],[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","d3ed6fe8-f266-47c0-a4db-7c2fddf47c98","824e","824","e","824e@jacksonwilde.com","Active","8/24/2021 8:31:02 PM","Active","DS Manage Company Member Accounts","","","","","","","","","","[testGroupUI],[Everyone]","True","CLM Viewer",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","78ab9f42-7bef-464e-b72a-b3bab6019d06","824f","824","f","824f@jacksonwilde.com","Active","8/24/2021 8:39:41 PM","Active","DS Manage Company Member Accounts","","","","","","","","","","[testGroupUI],[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","e2d12f3e-700c-4ce0-912e-5f255efc66a7","824g","824","g","824g@jacksonwilde.com","Active","8/24/2021 8:53:45 PM","Active","DocuSign Sender","","","","","","","","","","[MonStars NBA],[Everyone]","True","CLM Admin",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","7a66ac00-4b0f-4363-a357-d9db0f3b9c2a","824i","824","i","824i@jacksonwilde.com","Active","8/24/2021 9:32:25 PM","Active","DS Manage Company Member Accounts","","","","","","","","","","[testGroupUI],[Everyone]","True","CLM User",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","eeb7baae-ba1d-43aa-ad6b-45d833a15510","824j","824","j","824j@jacksonwilde.com","Active","8/24/2021 9:47:55 PM","Active","Account Administrator","","","","","","","","","","[MonStars NBA],[Everyone]","True","CLM Admin",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","0f101bec-f5b5-484e-aeba-3244ac365bbd","824k","824","k","824k@jacksonwilde.com","Active","8/24/2021 10:49:34 PM","Active","DS Manage Company Member Accounts","","","","","","","","","","[testGroupUI],[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","288f9e91-47ae-477f-9159-b807cad42c74","824l","824","l","824l@jacksonwilde.com","Active","8/24/2021 10:51:29 PM","Active","DocuSign Sender","","","","","","","","","","[MonStars NBA],[Everyone]","True","CLM Admin",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","91cc5800-0778-4481-b5c3-efda978a3f3f","824m","824","m","824m@jacksonwilde.com","Active","8/24/2021 11:41:54 PM","Active","DocuSign Sender","","","","","","","","","","[Administrators],[MonStars NBA],[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","e81d2605-1e32-48c5-aa2b-830859311ecb","824n","824","n","824n@jacksonwilde.com","Active","8/24/2021 11:49:35 PM","Active","DS Manage Company Member Accounts","","","","","","","","","","[testGroupUI],[Everyone]","True","CLM Admin",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","18486def-7a70-4808-be6b-2aa53427b976","824o","824","o","824o@jacksonwilde.com","Pending","8/25/2021 12:20:32 AM","Pending","DS Manage Company Member Accounts","","","","","","","","","","[Administrators],[MonStars NBA],[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","14fd618b-7240-49e6-a8db-8c3db17638e2","824p","824","p","824p@jacksonwilde.com","Active","8/25/2021 12:29:00 AM","Active","DocuSign Sender","","","","","","","","","","[testGroupUI],[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","c99c9e2f-db16-4c61-8c26-93a85984b468","824q","824","q","824q@jacksonwilde.com","Active","8/25/2021 12:39:28 AM","Active","DS Manage Company Member Accounts","","","","","","","","","","[MonStars NBA],[Everyone]","True","CLM User",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","c92dadff-a6ea-4a24-a835-126264c82861","825a","825","a","825a@jacksonwilde.com","Active","8/25/2021 5:06:37 PM","Active","DocuSign Sender","","","","","","","","","","[825Mei],[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","f6176e28-fe99-4901-b719-978e1baf672e","825b","825","b","825b@jacksonwilde.com","Active","8/25/2021 5:25:47 PM","Active","Account Administrator","","","","","","","","","","[Administrators],[MonStars NBA],[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","69e1a6f1-e5d0-4207-8c6a-6181ea3316d4","825c","825","c","825c@jacksonwilde.com","Active","8/25/2021 6:03:15 PM","Active","DocuSign Sender","","","","","","","","","","[Administrators],[MonStars NBA],[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","2e491280-afcf-4d62-abdf-8cef68a23928","825d","825","d","825d@jacksonwilde.com","Active","8/25/2021 6:41:56 PM","Active","Account Administrator","","","","","","","","","","[Administrators],[MonStars NBA],[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","cb27f1fa-9995-4b35-850b-df40e4d0adfb","825e","825","e","825e@jacksonwilde.com","Active","8/25/2021 6:43:13 PM","Active","DocuSign Sender","","","","","","","","","","[MonStars NBA],[Everyone]","True","CLM User",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","8f7b6c4c-b19e-47ea-8f60-d754f0d929d3","825g","825","g","825g@jacksonwilde.com","Active","8/25/2021 6:53:33 PM","Active","DS Manage Company Member Accounts","","","","","","","","","","[MonStars NBA],[Everyone]","True","CLM Viewer",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","02d50499-8553-4a73-a31b-8628e6137030","825h","825","h","825h@jacksonwilde.com","Active","8/25/2021 7:33:19 PM","Active","Account Administrator","","","","","","","","","","[Administrators],[MonStars NBA],[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","d526c1d0-48dd-4bbc-9b73-879d82781f9a","825i","825","{LAST_NAME}","825i@jacksonwilde.com","Active","8/25/2021 8:24:41 PM","Active","Account Administrator","","","","","","","","","","[Administrators],[MonStars NBA],[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","010beae4-a882-4abc-83bc-50450cc79bac","825j","825","j","825j@jacksonwilde.com","Active","8/25/2021 8:26:03 PM","Active","DocuSign Sender","","","","","","","","","","[MonStars NBA],[Everyone]","True","CLM User",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","dfa18faa-64b9-4af3-9399-8f6506f816a1","825k","825","{LAST_NAME}","825k@jacksonwilde.com","Active","8/25/2021 8:42:25 PM","Active","DS Manage Company Member Accounts","","","","","","","","","","[825Mei],[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","ae473498-2e1c-478e-ab39-1eb24c459135","825l","825","l","825l@jacksonwilde.com","Active","8/25/2021 8:43:04 PM","Active","Account Administrator","","","","","","","","","","[testGroupUI],[Everyone]","True","CLM Viewer",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","796b1f3e-9732-4ea2-8bbd-e3953e47088e","825m","825","m","825m@jacksonwilde.com","Active","8/25/2021 10:00:03 PM","Active","DS Manage Company Member Accounts","","","","","","","","","","[Administrators],[MonStars NBA],[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","61ecc265-a591-4695-a50f-38dbb10de162","825n","825","n","825n@jacksonwilde.com","Active","8/25/2021 10:00:46 PM","Active","DocuSign Sender","","","","","","","","","","[MonStars NBA],[Everyone]","True","CLM Viewer",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","76d9c2bc-c6af-4c4d-8ab7-cbb7fc77c65d","825o","825","o","825o@jacksonwilde.com","Active","8/25/2021 10:16:30 PM","Active","Account Administrator","","","","","","","","","","[Administrators],[MonStars NBA],[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","e06ac1ec-d217-4b8e-b900-8f73276f430e","825p","825","p","825p@jacksonwilde.com","Active","8/25/2021 10:18:08 PM","Active","Account Administrator","","","","","","","","","","[MonStars NBA],[Everyone]","True","CLM Admin",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","33415610-c8ee-4de4-99f2-ccb731a9f8c7","826a","826","a","826a@jacksonwilde.com","Active","8/26/2021 5:23:28 PM","Active","Account Administrator","","","","","","","","","","[825Mei],[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","ad931a19-e2b4-4098-ad6b-a8efedf87de8","826b","826","b","826b@jacksonwilde.com","Active","8/26/2021 8:06:03 PM","Active","Account Administrator","","","","","","","","","","[Administrators],[MonStars NBA],[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","67950718-53e0-4b31-8865-8daa0b2f2bdf","827a","827","a","827a@jacksonwilde.com","Active","8/27/2021 10:50:59 PM","Active","Account Administrator","","","","","","","","","","[Administrators],[MonStars NBA],[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","12db411e-4283-4f33-a39c-abd0520ab2eb","830a","830","a","830a@jacksonwilde.com","Active","8/30/2021 9:26:28 PM","Active","Account Administrator","","","","","","","","","","[Administrators],[MonStars NBA],[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","3758af05-c52b-4f47-97a9-332a92de5cf9","830b","830","b","830b@jacksonwilde.com","Active","8/30/2021 9:33:12 PM","Active","Account Administrator","","","","","","","","","","[MonStars NBA],[Everyone]","True","CLM Admin",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","b3f87afe-45a1-4f8a-87e5-f9f8526ff88c","830c","830","c","830c@jacksonwilde.com","Active","8/30/2021 9:56:33 PM","Active","DocuSign Sender","","","","","","","","","","[Administrators],[MonStars NBA],[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","5ac69747-aca6-482a-8fab-fbf13ec69ce7","830d","830","d","830d@jacksonwilde.com","Active","8/30/2021 10:02:51 PM","Active","Account Administrator","","","","","","","","","","[MonStars NBA],[Everyone]","True","CLM Admin",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","9cb13e29-c686-41d1-8c4d-6baeba17505c","Aaron JacksonWilde","Aaron","JacksonWilde","aaronjacksonwilde+docusign@gmail.com","Active","1/4/2019 11:24:44 PM","Active","Account Administrator","Aaron JacksonWilde","","","","","","","","","[Administrators],[Everyone]","True","CLM Admin",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","8ff5f51d-0466-466d-863d-965fbe895159","aaron permissions test","aaron","test","aaronjacksonwilde+dsperms@gmail.com","Active","11/25/2019 1:29:17 AM","Active","DocuSign Sender","Aaron JacksonWilde","","","","","","","","","[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","2c539ca1-611b-46d5-a926-b52d93182da6","aaronPowerShell0824","eight","24test","aaronpowershell824@jacksonwilde.com","Active","8/24/2021 11:35:24 AM","Active","DS Manage Company Member Accounts","","","","","","","","","","[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","c72294be-cb0c-49a2-8784-ae8adc32a364","AshKetchum","ash","ketchum","ash@jacksonwilde.com","Active","8/19/2021 6:23:31 PM","Active","cool cats - updated 2020-06-18-17:14 ","","","","","","","","","","[MonStars NBA],[Everyone]","True","CLM User",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","197810ae-4d82-4afa-b3f6-5cf1490505f3","bilboBaggins","aaron","Jacksonwilde","aaronjacksonwilde+apiuser14562323414@gmail.com","Pending","8/16/2021 6:53:02 AM","Pending","balaam prophecies","","","","","","","","","","[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","b3e5f628-2d34-4ec3-9e63-c3e34d5c4b13","bilboBaggins","aaron","Jacksonwilde","aaronjacksonwilde+apiuser4562323414@gmail.com","Active","6/25/2021 1:15:38 AM","Pending","balaam prophecies","","","","","","","","","","[testGroupUI],[Everyone]","True","CLM Admin",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","55898653-b13c-4f11-855a-910fd4c5972b","bilboBagginsRloaded","aaron","Jacksonwilde","aaronaaron@jacksonwilde.com","Active","8/20/2021 5:35:25 AM","Active","Account Administrator","","","","","","","","","","[testGroupUI],[Everyone]","True","CLM Admin",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","b61341f2-03e0-4a9f-bb22-4b9d972ccf6b","boss tycoon","boss","tycoon","aaronjacksonwilde+bt@gmail.com","Active","11/6/2019 10:37:10 PM","Active","Account Administrator","Aaron JacksonWilde","","","","","","","","","[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","fb282b05-1539-4eb5-9aee-3eace7263aeb","crispyPorkPaer","james","dean","aaronjacksonwilde+4522253255@gmail.com","Active","6/29/2021 6:09:50 AM","Active","impossermission","","","","","","","","","","[testGroupUI],[Everyone]","True","CLM Viewer",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","0f864491-66ff-4956-b3c0-04d57d1eedcb","Cura Tari","Cura","Tari","curatari@gmail.com","Active","8/25/2021 4:05:14 PM","Active","Ipsum Reader","","","","","","","","","","[Administrators],[825Mei],[Everyone]","True","CLM Viewer",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","c040ba88-22bf-409b-8e97-1d599375fa38","curatari","Cura","Tari","curatari@jacksonwilde.com","Active","8/18/2021 11:23:37 PM","Active","cryptocurrents","","","","","","","","","","[Administrators],[Everyone],[MonStars NBA],[testGroupUI],[825Mei],[Everyone]","True","CLM Viewer",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","f4c9f5cc-fdbb-4ec7-b1ac-871df8e5cdb4","Example User Name","Example","Name","aaron@jacksonwilde.com","Closed","11/2/2020 9:35:12 PM","Closed","","","","","","","","","","","[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","02dd528d-5a45-45b7-ae58-cafe46eea428","First1 Last1","First1","Last1","example1@sampleemail.example","Pending","8/18/2021 12:18:37 AM","Closed","","Aaron JacksonWilde","","","","","","","US","","[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","5c40592e-1454-4fe9-b7b4-91a94cd01b11","First1 Last1","First1","Last1","example@sampleemail.example","Pending","8/19/2021 9:16:51 PM","Pending","Account Administrator","Some Division","Mr.","123 4th St","Suite C1","Seattle","WA","8178","","2065559999","[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","b0068ca1-0dc5-49e7-bb7f-c88f299f11c4","First1 Last1","First1","Last1","example7@sampleemail.example","Pending","8/25/2021 12:47:20 AM","Pending","Account Administrator","Aaron JacksonWilde","","","","","","","US","","[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","f17a0027-e9a8-49e4-9f5c-e87dcfcf63bc","First2 Last2","First2","Last2","example8@sampleemail.example","Pending","8/25/2021 12:47:21 AM","Pending","Account Administrator","Aaron JacksonWilde","","","","","","","US","","[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","8507ccbd-35e7-4c4b-a263-7bfca3ee2f65","First2 Last2","First2","Last2","example2@sampleemail.example","Pending","8/18/2021 12:18:37 AM","Pending","Account Administrator","Aaron JacksonWilde","","","","","","","US","","[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","8c655e83-ccf9-4f50-9654-052537e42dcb","FirstLast1","","FirstLast1","exampleuser19@example.com","Pending","8/27/2021 5:24:21 PM","Pending","Account Administrator","Aaron JacksonWilde","","","","","","","US","","[Everyone]","False","",""
"1","2255f473-48bf-4d51-b6bd-c07c9abc6d76","Aaron JacksonWilde","b3cf1ca9-3516-4831-b2e1-79ec3878c33a","FirstLast1","","FirstLast1","exampleuser11@example.com","Pending","8/26/2021 6:04:51 PM","Pending","Account Administrator","Aaron JacksonWilde","","","","","","","US","","[Everyone]","False","",""
